House Id,Locality,House Type,Subtype,Price,Kitchen Type,Room Number,Area,Garden,Terrace,Swimming Pool,New Building
4045224,8660,house,house,1450000,usa installed,2,300,200,true,true,true
5750433,1180,house,villa,2750000,hyper equipped,7,2600,,true,,false
6532849,1150,house,villa,3800000,hyper equipped,7,1367,,true,,false
7029637,2890,house,house,210000,semi equipped,3,354,206,,,false
7137615,4500,house,exceptional property,600000,,5,320,,true,,false
7330172,8300,apartment,apartment,895000,installed,3,,,true,,false
7383345,1150,house,exceptional property,3800000,hyper equipped,7,1390,,true,true,false
7394861,8300,apartment,apartment,895000,hyper equipped,3,,,true,true,false
7405453,2220,house,house,455000,hyper equipped,4,885,,,,true
7405477,2220,house,house,447600,hyper equipped,3,970,,,,true
7548949,2850,house,town house,334300,hyper equipped,4,134,,,,true
7549080,2850,house,town house,374300,hyper equipped,4,150,,,,true
7549105,2850,house,town house,379300,hyper equipped,4,155,,,,true
7549129,2850,house,town house,384300,hyper equipped,4,254,,,,true
7605344,2845,house,house,392400,hyper equipped,3,476,,,,true
7644259,8301,apartment,apartment,1275000,hyper equipped,3,,,true,,false
7671265,8300,apartment,apartment,1980000,hyper equipped,3,,,,true,false
7675486,7700,apartment,apartment,499000,semi equipped,5,,,true,,false
7677329,7100,apartment,apartment,205000,usa hyper equipped,3,,,true,,true
7691185,8300,apartment,apartment,575000,installed,2,,,,,false
7698119,1200,apartment,apartment,598000,hyper equipped,3,,,true,,false
7710166,2950,house,house,5850000,hyper equipped,5,9312,9000,true,true,false
7785520,4020,house,villa,495000,hyper equipped,4,866,,true,,true
7796196,9700,apartment,apartment,285000,installed,1,,,,,false
7798540,6224,house,house,1200000,installed,5,1382,,true,,false
7799663,1050,apartment,apartment,1125000,hyper equipped,3,,,true,,false
7813264,1050,apartment,apartment,3297000,installed,3,,,true,,false
7866790,9600,apartment,apartment,234500,installed,1,,,true,,false
7890191,1050,apartment,apartment,1790000,installed,4,,,true,,false
7895873,9250,house,mansion,299000,semi equipped,5,163,21,,,false
7903587,8300,apartment,apartment,1980000,usa installed,3,,,,,false
7912368,1180,apartment,apartment,1350000,hyper equipped,4,,800,true,true,false
7959333,8300,apartment,apartment,1500000,hyper equipped,3,,,true,,false
7961536,8700,apartment,apartment,305000,installed,2,,,,,false
7969043,8300,apartment,apartment,895000,usa hyper equipped,3,,,true,,false
7971680,1000,apartment,apartment,1950000,installed,3,,,true,,false
7976465,1050,apartment,apartment,1537000,installed,2,,,true,,false
7976466,1050,apartment,apartment,1839000,installed,3,,,true,,false
7976982,1050,apartment,apartment,3324000,installed,3,,,true,,false
7979685,2861,apartment,apartment,239500,installed,1,,,true,,false
8022136,6800,house,house,135000,not installed,2,178,,,,false
8069282,6061,apartment,apartment,139000,not installed,3,,,,,false
8095308,2830,house,mixed use building,299000,installed,3,0,,true,,false
8095309,2830,house,house,299000,installed,3,0,,true,,false
8104452,4260,house,house,275000,not installed,4,500,,true,,false
8117071,1020,house,exceptional property,990000,hyper equipped,5,315,155,true,,false
8143679,1030,apartment,apartment,1000000,installed,4,,,,,false
8153955,8400,apartment,apartment,235000,installed,2,,,true,,false
8207442,8300,apartment,apartment,445000,installed,1,,,true,true,false
8215014,7000,apartment,apartment,194000,usa installed,2,,,true,,false
8233129,8600,apartment,apartment,265000,hyper equipped,4,,,,,true
8235499,9550,apartment,apartment,229000,hyper equipped,2,,,true,,false
8255170,7090,apartment,apartment,259000,hyper equipped,3,,,true,,false
8262904,1933,apartment,apartment,620000,hyper equipped,2,,,true,,true
8263060,1933,apartment,apartment,655000,hyper equipped,3,,,true,true,true
8267840,1652,apartment,apartment,200000,installed,1,,,true,,false
8268020,1933,apartment,apartment,695000,hyper equipped,2,,,true,true,true
8294132,3080,house,villa,2350000,,5,1720,,true,,false
8297061,4620,house,mixed use building,415000,,4,484,,true,,false
8303005,8300,apartment,triplex,2200000,hyper equipped,4,,,true,,false
8303513,2170,house,mixed use building,427000,semi equipped,3,252,49,,,false
8312581,1410,apartment,penthouse,440000,not installed,3,,,true,,true
8318012,8700,apartment,apartment,279000,installed,2,,,,,false
8321371,6600,apartment,apartment,240000,installed,2,,,true,,false
8341658,1050,apartment,apartment,980000,semi equipped,2,,,true,,false
8352437,6750,house,house,175000,,4,408,300,,,false
8358685,8930,apartment,apartment,249000,installed,3,,,true,,false
8367297,7090,apartment,apartment,281000,hyper equipped,3,,,true,,false
8367668,7090,apartment,apartment,180000,hyper equipped,2,,,true,,false
8367672,7090,apartment,apartment,177000,hyper equipped,2,,,true,,false
8373923,9200,house,house,799000,installed,4,181,,,,false
8374323,8560,apartment,apartment,169000,hyper equipped,1,,,true,,false
8385043,1050,apartment,apartment,2500000,usa hyper equipped,4,,,true,,true
8385060,1050,apartment,apartment,1690000,usa uninstalled,3,,,,,false
8388585,8500,apartment,apartment,285400,hyper equipped,2,,,true,,false
8390600,1190,house,exceptional property,4950000,hyper equipped,6,4895,,true,true,false
8411151,1652,apartment,apartment,178000,not installed,1,,,true,,false
8413418,4000,apartment,apartment,830000,hyper equipped,2,,,true,,false
8418358,2018,house,house,2450000,usa hyper equipped,6,266,266,true,,false
8419082,1000,apartment,apartment,1650000,hyper equipped,3,,,true,,false
8421753,8870,apartment,ground floor,245000,hyper equipped,3,,1,true,,false
8424234,8300,apartment,apartment,675000,installed,5,,6,,,false
8424593,8800,apartment,apartment,172000,,2,,,true,,false
8429809,1050,apartment,apartment,3297000,hyper equipped,3,,,true,,true
8441751,1400,house,villa,1495000,,7,10550,10200,true,true,false
8441753,1400,house,villa,1750000,,7,10550,10200,true,true,false
8443359,9420,house,exceptional property,820000,hyper equipped,3,10000,,true,,false
8448942,6800,house,house,349000,semi equipped,4,1620,,,,false
8452561,1800,apartment,duplex,294500,,3,,13,true,,true
8452562,1800,apartment,duplex,289900,,3,,19,true,,true
8455885,1730,apartment,service flat,219000,usa hyper equipped,2,,,true,,false
8457259,1000,apartment,apartment,540000,installed,2,,,true,,false
8467066,7301,house,house,129000,,3,0,,,,false
8470800,4800,apartment,apartment,109000,semi equipped,1,,,,,false
8479994,2850,apartment,apartment,273000,,2,,,true,,false
8481892,1000,apartment,apartment,449000,hyper equipped,2,,,true,,false
8487671,7090,apartment,apartment,151000,hyper equipped,1,,,true,,false
8490014,7000,apartment,apartment,188000,installed,2,,,true,,true
8490933,2861,apartment,apartment,225000,installed,1,,,,,false
8495356,7000,house,villa,1750000,,7,10550,10200,true,true,false
8495357,7000,house,villa,1495000,,7,10550,10200,true,true,false
8495851,2870,house,house,398500,hyper equipped,3,470,,,,true
8495889,2870,house,house,398500,hyper equipped,3,432,,,,true
8495895,2870,house,house,398500,hyper equipped,3,432,,,,true
8495926,2870,house,house,398500,hyper equipped,3,470,,,,true
8497172,8300,apartment,apartment,1985000,hyper equipped,4,,,true,,false
8498892,1800,apartment,apartment,291562,,3,,,true,,true
8500491,3080,house,house,499200,hyper equipped,3,566,,,,true
8500497,3080,house,house,497600,hyper equipped,3,560,,,,true
8503741,9100,house,exceptional property,750000,installed,9,320,1,true,,true
8506008,8700,house,farmhouse,1200000,installed,5,20000,,,,false
8530346,8610,apartment,apartment,210000,hyper equipped,2,,1,true,,false
8540844,1081,apartment,apartment,239000,hyper equipped,2,,,true,,false
8542488,7000,apartment,apartment,143000,hyper equipped,1,,,true,,false
8543352,8310,apartment,apartment,285000,usa installed,2,,,true,,false
8548461,9000,apartment,apartment,409000,,2,,,true,,true
8548473,9000,apartment,apartment,384500,,2,,,true,,true
8548971,1400,house,house,300000,not installed,3,167,,true,,false
8549833,4000,apartment,duplex,584750,,5,,,true,,false
8550625,1180,house,house,2495000,hyper equipped,4,1050,750,true,,false
8553542,2660,apartment,apartment,195000,semi equipped,1,,,true,,false
8556110,8000,house,exceptional property,2399000,hyper equipped,5,334,100,true,,false
8558020,7700,house,house,230000,semi equipped,3,373,,,,false
8560272,1180,apartment,apartment,700000,hyper equipped,3,,,true,,false
8560390,9000,house,house,469000,,4,168,,true,,true
8566078,4257,house,house,239000,not installed,3,1000,,,,true
8570820,1970,apartment,service flat,255000,usa installed,1,,,true,,false
8577778,9940,apartment,apartment,310000,installed,3,,,true,,false
8585767,1050,apartment,apartment,1125000,hyper equipped,3,,,true,,false
8590303,1050,apartment,apartment,1550000,usa hyper equipped,3,,,true,,true
8597526,9000,house,mixed use building,750000,usa installed,5,71,,,,false
8601918,1000,apartment,apartment,3324000,installed,3,,,true,,false
8601919,1000,apartment,apartment,1839000,installed,3,,,true,,false
8601920,1000,apartment,apartment,1537000,installed,2,,,true,,false
8601921,1000,apartment,apartment,3297000,installed,3,,,true,,false
8601922,1050,apartment,apartment,1950000,installed,3,,,true,,false
8605787,8300,apartment,duplex,995000,usa hyper equipped,3,,,true,,false
8606495,4760,house,mixed use building,355000,,4,3852,,,,false
8608503,8800,apartment,penthouse,329000,installed,3,,,true,,false
8609771,1180,apartment,apartment,895000,,4,,,,,false
8609927,8000,house,house,450000,,3,126,,true,,true
8609928,8000,house,house,405000,,4,195,,,,false
8614937,2811,house,house,467200,hyper equipped,3,749,,,,true
8614952,2811,house,house,461200,hyper equipped,3,578,,,,true
8614979,1160,apartment,apartment,600000,usa hyper equipped,3,,,true,,false
8615002,1180,apartment,penthouse,569000,usa hyper equipped,2,,,true,,true
8615035,1150,apartment,penthouse,1435000,usa hyper equipped,3,,,true,,true
8615063,1180,apartment,ground floor,463000,usa hyper equipped,3,,215,true,,true
8615094,1140,apartment,penthouse,476000,usa hyper equipped,3,,,true,,true
8618044,1180,apartment,penthouse,585000,usa hyper equipped,2,,,true,,true
8618045,1180,apartment,apartment,535000,usa hyper equipped,3,,62,true,,true
8618046,1180,apartment,apartment,488000,usa hyper equipped,3,,,true,,true
8622829,8870,house,house,287000,hyper equipped,3,249,15601,true,,false
8623489,1200,apartment,apartment,449000,usa hyper equipped,3,,,true,,false
8628608,9120,house,house,364300,hyper equipped,3,185,,,,true
8628631,9120,house,house,378600,hyper equipped,3,245,,,,true
8628649,9120,house,house,422600,hyper equipped,3,490,,,,true
8628685,9120,house,house,371800,hyper equipped,3,235,,,,false
8631782,1180,house,villa,1695000,installed,4,800,350,,,false
8632033,2660,apartment,apartment,233689,installed,2,,,,,false
8634428,4500,apartment,apartment,227500,not installed,3,,50,true,,false
8634432,4500,apartment,duplex,202500,not installed,3,,,true,,false
8637600,8530,house,house,271000,hyper equipped,3,177,21,true,,true
8640775,7712,apartment,loft,299000,semi equipped,3,,,true,,false
8642401,1130,apartment,penthouse,476000,usa hyper equipped,3,,,true,,true
8642778,8370,apartment,ground floor,299000,hyper equipped,2,,,,,false
8646384,2500,apartment,apartment,212000,hyper equipped,1,,,true,,false
8646477,2500,apartment,apartment,244000,hyper equipped,3,,,true,,false
8646479,2500,apartment,apartment,274000,hyper equipped,2,,,true,,false
8647226,8400,apartment,penthouse,1950000,usa hyper equipped,3,,,true,,false
8657686,9700,apartment,service flat,220000,hyper equipped,1,,,true,,false
8657724,8870,apartment,duplex,199000,hyper equipped,2,,,true,,false
8659543,5550,house,house,255000,,2,110,,true,,false
8661918,4800,house,house,180000,installed,5,215,122,true,,false
8664756,2830,house,apartment block,600000,semi equipped,0,295,,,,false
8667956,4400,house,house,30000,semi equipped,2,55,15,,,false
8670795,4020,apartment,apartment,35000,hyper equipped,1,,,true,,false
8672160,2800,house,house,461200,hyper equipped,3,749,,,,true
8674895,1000,apartment,flat studio,265000,usa hyper equipped,0,,,true,,false
8676363,7090,apartment,apartment,186000,hyper equipped,2,,,true,,false
8682325,7050,apartment,apartment,174000,hyper equipped,2,,,true,,false
8682328,7050,apartment,apartment,172000,hyper equipped,2,,,true,,false
8691150,9700,apartment,apartment,225000,installed,2,,,true,,true
8698523,4520,house,house,114000,semi equipped,3,3732,3500,true,,false
8706186,4540,apartment,apartment,181500,installed,2,,,true,,false
8713515,1180,house,villa,2895000,installed,6,1516,1200,true,,false
8713531,1932,apartment,apartment,369000,installed,3,,,true,,false
8720010,2850,apartment,apartment,239000,installed,2,,,true,,true
8724229,4550,house,house,35000,installed,3,1020,,true,,false
8725095,4540,apartment,apartment,178500,installed,2,,,true,,false
8726798,5030,house,house,249000,installed,7,445,250,true,,false
8728817,1380,house,villa,2450000,installed,8,3000,,,true,false
8729598,1083,apartment,apartment,179000,hyper equipped,1,,,true,,false
8733131,9600,house,mixed use building,348000,semi equipped,3,256,,true,,false
8733132,9600,house,house,348000,semi equipped,3,256,,true,,false
8735530,1050,apartment,flat studio,165000,semi equipped,1,,,,,false
8740691,1150,house,house,3800000,hyper equipped,8,1367,1367,true,true,false
8744493,1180,apartment,apartment,839000,hyper equipped,3,,90,true,,false
8744954,7181,house,house,395000,hyper equipped,4,3145,2955,true,,false
8754577,4000,house,apartment block,299000,,3,0,,true,,false
8757684,1050,house,house,3000000,,5,0,,,,false
8760029,1180,apartment,apartment,425000,usa hyper equipped,3,,,true,,true
8762092,8300,apartment,ground floor,279000,installed,1,,,,,false
8762324,1180,apartment,apartment,1450000,,2,,,true,,true
8762536,1050,apartment,apartment,839000,hyper equipped,3,,90,true,,false
8783450,5363,apartment,apartment,172000,installed,2,,245,,,false
8786328,7090,apartment,apartment,147000,hyper equipped,1,,,,,false
8786812,8400,apartment,apartment,345000,hyper equipped,2,,,true,true,true
8789102,8400,apartment,apartment,1149000,hyper equipped,2,,,true,true,true
8790883,1000,apartment,apartment,975000,hyper equipped,2,,,true,,true
8791489,1933,apartment,apartment,620000,hyper equipped,2,,,true,,true
8794105,5030,house,mixed use building,475000,not installed,4,134,,true,,false
8794887,1000,house,house,3250000,hyper equipped,4,395,150,true,,false
8795182,1000,apartment,apartment,225000,installed,1,,,,,false
8795358,1180,house,villa,2495000,hyper equipped,5,1667,1667,true,,false
8797933,1180,house,villa,2600000,installed,6,1425,,true,,false
8798619,8210,apartment,apartment,335000,installed,2,,,true,,false
8800108,1330,house,villa,749000,semi equipped,9,1296,,true,,false
8802062,1180,house,villa,2600000,hyper equipped,5,1425,700,true,,false
8802950,8400,apartment,apartment,110000,installed,1,,,true,,false
8806196,3890,house,house,199000,,3,6,430,true,,false
8806999,2020,apartment,apartment,155000,installed,2,,,true,,false
8808340,9420,house,apartment block,1149000,installed,3,2040,,true,,false
8808538,8670,apartment,service flat,300000,usa hyper equipped,1,,,true,,true
8809385,1180,apartment,apartment,1150000,usa installed,3,,,true,,false
8811131,8530,apartment,apartment,245000,hyper equipped,2,,,true,,false
8811961,8930,house,house,1180000,installed,4,16755,,true,,false
8822107,8300,apartment,duplex,945000,usa hyper equipped,2,,,true,,false
8822484,4950,apartment,duplex,227500,installed,3,,,true,,true
8822485,4950,apartment,duplex,234893,installed,3,,,true,,true
8826362,1933,house,house,419000,not installed,2,576,350,true,,false
8826380,7300,house,house,140000,installed,3,140,,,,false
8827250,1030,apartment,apartment,265000,semi equipped,2,,,true,,false
8828787,1050,apartment,apartment,625000,,3,,,,,false
8833267,6183,house,house,190000,semi equipped,3,542,,,,false
8839618,9500,house,house,799000,,2,13342,,true,true,false
8839619,9500,house,villa,799000,,2,13342,,true,true,false
8843211,7110,house,house,129800,semi equipped,2,160,76,true,,false
8844548,1040,apartment,penthouse,980000,hyper equipped,3,,,true,,false
8844552,1180,apartment,ground floor,325000,usa hyper equipped,1,,,true,,false
8845573,1160,apartment,penthouse,998000,usa hyper equipped,2,,,true,,true
8846052,8370,apartment,apartment,205000,hyper equipped,3,,,,,false
8846654,1160,apartment,ground floor,657000,usa hyper equipped,2,,48,true,,false
8848343,1160,apartment,apartment,501500,usa hyper equipped,2,,,true,,true
8848344,1040,apartment,penthouse,1150000,hyper equipped,3,,,true,,false
8848345,1040,apartment,penthouse,975000,hyper equipped,3,,,true,,false
8848349,1000,apartment,flat studio,250000,hyper equipped,0,,,,,false
8848361,1000,apartment,penthouse,1950000,usa hyper equipped,3,,,true,,false
8849155,2830,apartment,apartment,150000,semi equipped,2,,,,,false
8852176,7090,apartment,apartment,227000,hyper equipped,2,,,true,,false
8859012,8970,apartment,apartment,200000,hyper equipped,2,,,true,,true
8859014,8970,apartment,apartment,240000,hyper equipped,2,,,true,,true
8859015,8970,apartment,apartment,220000,hyper equipped,2,,,true,,true
8859975,8660,house,house,355000,installed,1,60,4,,,true
8859976,8660,house,house,325000,installed,1,68,,true,,true
8860237,1970,apartment,duplex,441332,usa hyper equipped,3,,,true,,true
8865418,7520,house,house,1250000,hyper equipped,8,1100,1000,true,true,false
8869441,8610,apartment,penthouse,399550,usa hyper equipped,2,,,true,,true
8870110,3000,apartment,duplex,299500,,2,,,true,,false
8870433,1200,apartment,apartment,249000,installed,2,,,true,,false
8871322,5100,house,house,335000,usa hyper equipped,2,74,73,true,,true
8874874,3300,house,house,299000,semi equipped,6,733,550,true,true,false
8874881,3380,house,exceptional property,540000,hyper equipped,6,4432,4432,,,false
8875257,8400,apartment,apartment,237000,installed,1,,,,,false
8876300,8300,apartment,apartment,800000,,3,,,true,,false
8877356,4540,apartment,apartment,148500,installed,1,,,true,,false
8880188,8300,house,house,972000,installed,4,154,154,true,,false
8880712,8540,apartment,apartment,251500,installed,2,,,true,,false
8889793,8500,house,house,250000,semi equipped,5,46,,,,false
8893007,9690,house,house,281461,hyper equipped,3,510,,,,true
8893036,6600,house,house,125000,semi equipped,3,110,,true,,false
8894072,1180,apartment,penthouse,1350000,usa hyper equipped,3,,,true,,false
8894073,1180,apartment,ground floor,595000,usa hyper equipped,2,,,true,,false
8894429,8600,house,house,260000,semi equipped,3,136,,true,,false
8897016,1180,house,house,1350000,,5,1136,,,,false
8897615,8200,apartment,apartment,339672,installed,2,,,true,,true
8902829,1050,apartment,apartment,1420000,hyper equipped,2,,,true,,true
8903334,1080,apartment,apartment,189000,installed,2,,,true,,false
8903355,1050,apartment,penthouse,1100000,hyper equipped,3,,,true,,false
8904278,7500,house,mansion,730000,,8,640,,true,,false
8904771,8470,apartment,duplex,210000,installed,2,,,true,,false
8905322,1160,apartment,ground floor,995000,usa hyper equipped,3,,249,true,,false
8906340,4000,apartment,apartment,225000,hyper equipped,2,,,,,false
8911483,6210,apartment,apartment,155000,installed,1,,,,true,false
8914261,9120,apartment,apartment,222500,installed,1,,,true,,true
8915100,4360,house,country cottage,310000,installed,4,1915,1723,true,,false
8919968,1050,apartment,apartment,585000,usa hyper equipped,1,,,true,,false
8922363,7140,apartment,apartment,145000,installed,3,,,true,,false
8922552,8300,apartment,apartment,850000,hyper equipped,2,,,true,,false
8924718,2350,apartment,apartment,199000,hyper equipped,1,,,true,,false
8925676,4500,house,mixed use building,159000,not installed,2,59,,,,false
8925677,4500,house,house,159000,not installed,2,59,,,,false
8925691,8300,apartment,apartment,1795000,hyper equipped,4,,,true,,false
8925990,2900,house,house,1975000,installed,4,5000,5000,true,,false
8928586,1080,house,apartment block,435000,installed,4,120,,true,,true
8931954,1200,house,house,895000,not installed,5,1,41,true,,false
8932449,1650,apartment,apartment,178000,not installed,1,,,true,,false
8932945,8400,apartment,apartment,289000,installed,2,,,true,,false
8935749,1050,apartment,penthouse,2500000,usa hyper equipped,4,,,true,,true
8937171,8620,apartment,ground floor,284500,installed,2,,,,,true
8938109,2970,apartment,apartment,765000,installed,2,,,true,,false
8940352,1435,apartment,apartment,428000,usa hyper equipped,2,,,true,,true
8940355,1435,apartment,apartment,194000,usa hyper equipped,1,,,true,,true
8943103,1933,apartment,penthouse,2950000,hyper equipped,3,,,true,,true
8943409,1000,apartment,penthouse,1290000,usa hyper equipped,3,,,true,,false
8943751,1180,apartment,apartment,1500000,installed,3,,,true,,true
8944077,3270,house,villa,380000,installed,3,1240,,,,false
8944114,6600,house,house,145000,semi equipped,3,1761,,,,false
8945070,2930,house,house,3850000,hyper equipped,5,10000,,true,true,false
8946530,1400,house,house,325000,semi equipped,5,170,,,,false
8946588,1000,apartment,apartment,975000,hyper equipped,2,,,true,,false
8946730,8850,house,house,330000,hyper equipped,3,465,,,,true
8947299,9240,apartment,penthouse,345000,hyper equipped,2,,,true,,false
8948785,2800,apartment,apartment,595000,hyper equipped,3,,,true,,false
8950148,1933,apartment,penthouse,1550000,hyper equipped,4,,,true,,true
8950149,1933,apartment,ground floor,620000,hyper equipped,2,,,true,,true
8950150,1933,apartment,apartment,655000,hyper equipped,3,,,true,,true
8950151,1933,apartment,apartment,795000,hyper equipped,2,,,true,,true
8950153,1933,apartment,apartment,1295000,hyper equipped,4,,,true,,true
8950154,1933,apartment,apartment,825000,hyper equipped,2,,,true,,true
8950252,1933,apartment,penthouse,1750000,hyper equipped,3,,,true,,true
8950257,1933,apartment,apartment,620000,hyper equipped,2,,,true,,true
8950258,1933,apartment,ground floor,1095000,hyper equipped,3,,137,true,,true
8950259,1933,apartment,ground floor,1295000,hyper equipped,4,,205,true,,true
8951116,4460,apartment,apartment,295000,installed,2,,,true,,false
8951225,1180,apartment,ground floor,1950000,hyper equipped,4,,1150,true,,false
8951397,1030,house,house,600000,hyper equipped,6,210,65,true,,false
8952406,1050,apartment,penthouse,2500000,usa hyper equipped,4,,,true,,true
8953551,1348,apartment,ground floor,525000,installed,3,,,true,,false
8955208,6767,house,house,710000,not installed,11,755,,,,false
8956021,1050,apartment,apartment,1150000,installed,3,,,,,false
8956333,7532,house,mixed use building,475000,,4,26330,,,,false
8956648,9120,house,house,279000,semi equipped,3,180,,true,,false
8956905,1380,house,exceptional property,1095000,installed,5,1600,1560,true,,false
8957255,8300,apartment,apartment,650000,hyper equipped,2,,,true,,false
8957257,8300,house,house,920000,usa hyper equipped,4,0,,true,,false
8959306,7100,apartment,apartment,239000,,0,,,true,,false
8960735,9990,house,house,699000,hyper equipped,4,410,,,,false
8962057,1050,apartment,penthouse,1100000,installed,4,,,true,,false
8963327,5100,apartment,duplex,249500,hyper equipped,2,,,,,false
8967721,4460,apartment,apartment,425000,installed,4,,80000,true,,false
8969961,8530,apartment,apartment,175000,hyper equipped,1,,,,,false
8970504,2930,apartment,apartment,299000,hyper equipped,2,,,true,,false
8973594,1050,apartment,penthouse,1900000,usa hyper equipped,3,,,true,,true
8975411,1180,house,house,2895000,installed,6,1516,400,true,,false
8976254,3210,house,house,597500,hyper equipped,4,1004,,,,true
8978787,9000,apartment,apartment,335000,,1,,,true,true,false
8980508,1760,house,house,378950,usa hyper equipped,3,120,120,true,,true
8980617,1760,apartment,apartment,273325,usa hyper equipped,2,,,true,,true
8982103,1040,apartment,apartment,495000,hyper equipped,2,,,true,,true
8984179,8670,apartment,service flat,295000,usa hyper equipped,1,,,true,,true
8985266,1740,house,country cottage,395000,installed,2,8600,8500,true,,false
8985547,1180,apartment,apartment,995000,usa hyper equipped,4,,,true,,false
8986077,1180,apartment,penthouse,535000,,3,,,true,,false
8986235,8450,apartment,apartment,127950,installed,1,,,,,false
8989504,9140,apartment,penthouse,585000,installed,2,,,true,,false
8990503,2800,apartment,apartment,165000,installed,2,,,true,,false
8991986,1180,apartment,duplex,3295000,hyper equipped,5,,,true,,false
8992291,9300,house,apartment block,400000,semi equipped,4,200,,true,,false
8992594,1050,apartment,apartment,1790000,hyper equipped,4,,,true,,false
8993658,4100,apartment,apartment,316000,installed,2,,,true,,false
8993659,4100,apartment,apartment,249000,hyper equipped,1,,,true,,false
8993660,4100,apartment,apartment,291000,hyper equipped,1,,,true,,false
8996234,7090,apartment,apartment,189000,hyper equipped,2,,,true,,false
8998930,7090,apartment,apartment,238000,hyper equipped,3,,,true,,false
8998983,7090,apartment,apartment,238000,hyper equipped,3,,,true,,false
9001188,8530,apartment,apartment,245000,hyper equipped,2,,,true,,false
9001189,8530,apartment,apartment,175000,hyper equipped,1,,,true,,false
9002206,1850,apartment,service flat,73000,,1,,,,,false
9003125,1150,apartment,apartment,1295000,hyper equipped,3,,,true,,false
9003126,1150,apartment,apartment,695000,hyper equipped,2,,,,,false
9003303,8400,apartment,apartment,189000,installed,2,,,true,,false
9003649,8370,apartment,apartment,145000,installed,1,,,,,false
9004472,8400,apartment,apartment,599000,hyper equipped,2,,,true,,false
9005066,6769,house,house,89000,semi equipped,2,0,,,,false
9008341,1050,house,house,1375000,hyper equipped,6,508,300,true,,false
9008837,3600,apartment,penthouse,230000,installed,1,,,true,,true
9009512,1040,apartment,apartment,375000,installed,2,,,,,false
9009513,1040,apartment,ground floor,375000,installed,2,,,,,false
9010080,2830,apartment,apartment,234000,installed,3,,,,,false
9011848,9800,house,house,856000,not installed,4,2400,2000,true,,false
9015028,1180,apartment,apartment,2250000,usa hyper equipped,3,,,true,,true
9015936,1000,apartment,apartment,500000,usa uninstalled,2,,,true,,false
9016154,4900,house,house,339000,hyper equipped,4,17,,true,,false
9017379,1040,apartment,apartment,440000,installed,3,,,true,,false
9018694,1040,house,mixed use building,1100000,,4,1,,,,false
9021889,1000,house,villa,4000000,installed,4,19,,true,,false
9022507,4400,apartment,apartment,245000,installed,2,,,true,,false
9023935,7830,house,house,330000,,4,2530,,,,false
9024815,1090,apartment,duplex,390000,installed,4,,,,,false
9025350,8300,apartment,duplex,775000,usa hyper equipped,2,,,true,,false
9026225,1180,apartment,penthouse,585000,usa hyper equipped,2,,,true,,true
9026226,1180,apartment,apartment,535000,usa hyper equipped,3,,62,true,,true
9026227,1180,apartment,apartment,488000,usa hyper equipped,3,,,true,,true
9026252,4000,apartment,penthouse,850000,installed,3,,,true,,false
9026312,1140,apartment,apartment,370000,usa hyper equipped,2,,,true,,false
9026468,1050,house,mixed use building,2750000,semi equipped,0,512,50,true,,false
9027535,9550,apartment,apartment,229000,installed,1,,,true,,false
9027536,9550,apartment,apartment,228000,installed,1,,,true,,false
9028052,2000,apartment,apartment,490000,usa hyper equipped,2,,,true,,false
9029159,9340,apartment,flat studio,119000,,0,,,,,false
9029262,1180,house,town house,405000,installed,3,165,70,true,,false
9030068,1050,apartment,apartment,695000,,4,,,true,,false
9030571,1180,apartment,ground floor,1350000,hyper equipped,3,,300,true,,false
9030572,1180,apartment,penthouse,1500000,hyper equipped,3,,,true,,false
9030759,2000,apartment,apartment,550000,usa hyper equipped,2,,,true,,false
9034656,8670,apartment,service flat,320000,usa hyper equipped,1,,,true,,true
9035998,9500,house,house,299000,hyper equipped,3,136,,true,,false
9036000,9500,house,house,289000,hyper equipped,3,120,,true,,false
9036186,2018,apartment,apartment,1500000,usa hyper equipped,5,,190,true,,false
9037739,2930,apartment,apartment,379000,hyper equipped,2,,,true,,false
9039348,8420,apartment,penthouse,575000,installed,3,,,true,,false
9039719,1700,house,villa,1150000,usa hyper equipped,6,2767,2700,true,,false
9043469,8300,apartment,apartment,1795000,usa hyper equipped,3,,,true,,false
9049146,4000,house,mansion,499000,installed,3,150,,true,,false
9050500,1200,apartment,apartment,265000,hyper equipped,2,,,true,,false
9051144,3010,apartment,penthouse,445000,installed,3,,,true,,true
9051146,3010,apartment,penthouse,310000,installed,2,,,true,,true
9051147,3010,apartment,penthouse,295000,installed,2,,,true,,true
9053347,1180,house,house,2490000,,6,1200,,true,,false
9053588,8530,apartment,apartment,157500,installed,2,,,true,,false
9055144,2600,apartment,apartment,294000,semi equipped,2,,,true,,true
9055848,8300,house,villa,1875000,hyper equipped,8,270,,true,,false
9058180,9255,house,house,360600,hyper equipped,3,500,,,,true
9058226,9255,house,house,344200,hyper equipped,3,450,,,,true
9058466,9255,house,house,541700,hyper equipped,3,1130,,,,true
9058468,4400,apartment,apartment,245000,installed,2,,,true,,false
9058829,4460,apartment,apartment,395000,installed,2,,,,,false
9059135,3270,house,house,368000,,5,524,450,true,,true
9059584,1000,apartment,apartment,1839000,usa hyper equipped,3,,,true,,true
9059585,1000,apartment,apartment,3297000,,3,,,true,,true
9060190,1020,apartment,apartment,210000,not installed,2,,,true,,false
9064209,1180,house,house,2495000,usa hyper equipped,4,1050,,true,,false
